file	page	qualifying_gutters	widest_interior_quiet_frac	widthPx	heightPx	widestPx	widestSpan	otsu	peakInk	gutterSpans
_1961_Fairchild Camera and Instrument Corporation Annual Report -- 1961_ProQuest Annual Reports.pdf	38	0	0.0070	1144	1223	8	157-165	159	175	-
_1963_Fairchild Camera and Instrument Corporation Annual Report -- 1963_ProQuest Annual Reports.pdf	2	0	0.0000	1132	1799	0	-	130	781	-
_1963_Fairchild Camera and Instrument Corporation Annual Report -- 1963_ProQuest Annual Reports.pdf	18	0	0.0082	981	1168	8	440-448	161	425	-
_1963_Fairchild Camera and Instrument Corporation Annual Report -- 1963_ProQuest Annual Reports.pdf	34	0	0.0068	1168	1591	8	691-699	159	174	-
_1966_Fairchild Camera and Instrument Corporation Annual Report -- 1966_ProQuest Annual Reports.pdf	2	0	0.0154	1036	1646	16	489-505	148	39	-
_1966_Fairchild Camera and Instrument Corporation Annual Report -- 1966_ProQuest Annual Reports.pdf	16	0	0.0000	1070	1444	0	-	134	754	-
_1966_Fairchild Camera and Instrument Corporation Annual Report -- 1966_ProQuest Annual Reports.pdf	30	0	0.0000	1252	1649	0	-	151	305	-
_1967_Fairchild Camera and Instrument Corporation Annual Report -- 1967_ProQuest Annual Reports.pdf	2	0	0.0000	935	1285	0	-	121	1250	-
_1967_Fairchild Camera and Instrument Corporation Annual Report -- 1967_ProQuest Annual Reports.pdf	12	0	0.0000	1204	1616	0	-	130	759	-
_1967_Fairchild Camera and Instrument Corporation Annual Report -- 1967_ProQuest Annual Reports.pdf	22	0	0.0035	1146	1604	4	410-414	151	491	-
_1971_Fairchild Camera and Instrument Corporation Annual Report -- 1971_ProQuest Annual Reports.pdf	2	0	0.0000	1125	1581	0	-	156	77	-
_1971_Fairchild Camera and Instrument Corporation Annual Report -- 1971_ProQuest Annual Reports.pdf	10	0	0.0044	1135	1658	5	731-736	144	809	-
_1971_Fairchild Camera and Instrument Corporation Annual Report -- 1971_ProQuest Annual Reports.pdf	19	0	0.0000	1142	1542	0	-	160	287	-
_1976_Fairchild Camera and Instrument Corporation Annual Report -- 1976_ProQuest Annual Reports.pdf	2	0	0.0071	981	1527	7	570-577	160	112	-
_1976_Fairchild Camera and Instrument Corporation Annual Report -- 1976_ProQuest Annual Reports.pdf	20	0	0.0000	1006	1506	0	-	178	270	-
_1976_Fairchild Camera and Instrument Corporation Annual Report -- 1976_ProQuest Annual Reports.pdf	39	0	0.0000	1058	1385	0	-	176	295	-
w7787 2.pdf	2	0	0.0000	1275	1650	0	-	151	228	-
w7787 2.pdf	16	0	0.0000	1278	1653	0	-	143	1653	-
w7787 2.pdf	30	5	0.0743	1278	1653	95	804-899	133	1653	376-430,547-611,661-713,804-899,941-1028
w7787.pdf	2	0	0.0000	1275	1650	0	-	151	228	-
w7787.pdf	16	0	0.0000	1278	1653	0	-	143	1653	-
w7787.pdf	30	5	0.0743	1278	1653	95	804-899	133	1653	376-430,547-611,661-713,804-899,941-1028
Anderson_1997_Legacy of the American Frontier_California State University, Fresno.pdf	2	0	0.0171	1284	1694	22	483-505	146	351	-
Anderson_1997_Legacy of the American Frontier_California State University, Fresno.pdf	81	0	0.0069	1307	1711	9	184-193	144	301	-
Anderson_1997_Legacy of the American Frontier_California State University, Fresno.pdf	160	0	0.0000	1313	1728	0	-	143	436	-
BOYD_The Relative Prognostic Value of Selected Criteria in Predicting Beginning.pdf	2	1	0.0539	1281	1655	69	1017-1086	146	414	1017-1086
BOYD_The Relative Prognostic Value of Selected Criteria in Predicting Beginning.pdf	67	0	0.0000	1294	1664	0	-	145	228	-
BOYD_The Relative Prognostic Value of Selected Criteria in Predicting Beginning.pdf	132	1	0.0420	1287	1659	54	589-643	142	290	589-643
Banks - 2006 - “The last bastion of discrimination” The New York City building trades and the struggle over affirm.pdf	2	0	0.0071	1275	1713	9	167-176	148	217	-
Banks - 2006 - “The last bastion of discrimination” The New York City building trades and the struggle over affirm.pdf	202	0	0.0071	1276	1716	9	167-176	156	249	-
Banks - 2006 - “The last bastion of discrimination” The New York City building trades and the struggle over affirm.pdf	403	0	0.0070	1281	1720	9	168-177	152	100	-
CAMFIELD_Psychologists at War.pdf	2	0	0.0068	1179	1619	8	167-175	148	150	-
CAMFIELD_Psychologists at War.pdf	168	0	0.0034	1179	1619	4	161-165	150	212	-
CAMFIELD_Psychologists at War.pdf	334	0	0.0042	1179	1619	5	167-172	148	225	-
CARTWRIGHT_Legislation Against Discrimination in Employment in New York State.pdf	2	0	0.0054	1293	1664	7	1054-1061	145	396	-
CARTWRIGHT_Legislation Against Discrimination in Employment in New York State.pdf	200	0	0.0000	1310	1677	0	-	141	223	-
CARTWRIGHT_Legislation Against Discrimination in Employment in New York State.pdf	398	1	0.1908	1331	1693	254	675-929	138	250	675-929
Clark_The graphic rating scale at Northwestern University.pdf	56	0	0.0016	1275	1650	2	633-635	145	264	-
Clark_The graphic rating scale at Northwestern University.pdf	110	0	0.0000	1278	1652	0	-	153	421	-
Cooley - 2008 - Moving up, moving out Race and social mobility in Chicago, 1914–1972.pdf	2	0	0.0000	1276	1650	0	-	145	220	-
Cooley - 2008 - Moving up, moving out Race and social mobility in Chicago, 1914–1972.pdf	188	0	0.0000	1280	1650	0	-	150	271	-
Cooley - 2008 - Moving up, moving out Race and social mobility in Chicago, 1914–1972.pdf	375	0	0.0000	1281	1650	0	-	147	60	-
Corson_Current practices in student guidance and personnel administration in liberal.pdf	2	0	0.0024	1275	1650	3	220-223	145	221	-
Corson_Current practices in student guidance and personnel administration in liberal.pdf	118	0	0.0000	1275	1650	0	-	144	220	-
Corson_Current practices in student guidance and personnel administration in liberal.pdf	234	0	0.0039	1277	1651	5	180-185	161	70	-
DAUTEN_1954_The Economic Impact and Significance of Substantial Stock Sales by Individual_The University of Iowa.pdf	2	0	0.0039	1279	1654	5	400-405	152	56	-
DAUTEN_1954_The Economic Impact and Significance of Substantial Stock Sales by Individual_The University of Iowa.pdf	159	1	0.1664	1286	1658	214	829-1043	152	182	829-1043
DAUTEN_1954_The Economic Impact and Significance of Substantial Stock Sales by Individual_The University of Iowa.pdf	316	0	0.0094	1279	1653	12	198-210	155	236	-
DOBBS_1955_A Technique for the Development and Validation of Job Evaluation Cases_University of North Texas.pdf	2	1	0.0901	1277	1713	115	972-1087	149	46	972-1087
DOBBS_1955_A Technique for the Development and Validation of Job Evaluation Cases_University of North Texas.pdf	141	0	0.0063	1274	1711	8	169-177	153	339	-
DOBBS_1955_A Technique for the Development and Validation of Job Evaluation Cases_University of North Texas.pdf	280	0	0.0063	1280	1716	8	175-183	153	98	-
Doermann_1967_The market for college education in the United States.pdf	2	0	0.0000	1333	1615	0	-	170	1615	-
Doermann_1967_The market for college education in the United States.pdf	14	0	0.0000	1331	1602	0	-	171	1497	-
Doermann_1967_The market for college education in the United States.pdf	27	0	0.0030	1329	1598	4	1114-1118	174	1592	-
Drumright - 2005 - A river for war, a watershed to change The Tennessee Valley Authority during World War II.pdf	2	0	0.0118	1275	1711	15	490-505	148	18	-
Drumright - 2005 - A river for war, a watershed to change The Tennessee Valley Authority during World War II.pdf	121	0	0.0071	1275	1711	9	167-176	158	212	-
Drumright - 2005 - A river for war, a watershed to change The Tennessee Valley Authority during World War II.pdf	240	0	0.0071	1275	1711	9	167-176	159	86	-
ERICKSON - 1952 - The Taxation of Investment Companies in the United States.pdf	2	0	0.0031	1296	1666	4	992-996	149	144	-
ERICKSON - 1952 - The Taxation of Investment Companies in the United States.pdf	340	0	0.0008	1284	1657	1	1048-1049	142	220	-
ERICKSON - 1952 - The Taxation of Investment Companies in the United States.pdf	679	0	0.0023	1279	1653	3	1049-1052	146	87	-
Engstrom - 2005 - The lost origins of American fair employment law State fair employment practices bureaus and the po.pdf	2	0	0.0071	1275	1713	9	167-176	149	219	-
Engstrom - 2005 - The lost origins of American fair employment law State fair employment practices bureaus and the po.pdf	243	0	0.0071	1275	1716	9	167-176	154	288	-
Engstrom - 2005 - The lost origins of American fair employment law State fair employment practices bureaus and the po.pdf	484	0	0.0070	1286	1724	9	168-177	157	260	-
GELFAND_1956_The Avoidance of Federal Personal Income Taxes in the United States_New York University.pdf	2	1	0.0375	1279	1654	48	241-289	142	146	241-289
GELFAND_1956_The Avoidance of Federal Personal Income Taxes in the United States_New York University.pdf	107	0	0.0016	1285	1658	2	168-170	136	361	-
GELFAND_1956_The Avoidance of Federal Personal Income Taxes in the United States_New York University.pdf	212	1	0.0388	1288	1659	50	170-220	149	161	170-220
GIERHAN_The Role of Head Student Personnel Administrators in the Big Eight Universities.pdf	2	0	0.0092	1192	1694	11	972-983	154	214	-
GIERHAN_The Role of Head Student Personnel Administrators in the Big Eight Universities.pdf	111	0	0.0065	1228	1650	8	168-176	144	287	-
GIERHAN_The Role of Head Student Personnel Administrators in the Big Eight Universities.pdf	221	0	0.0024	1237	1658	3	171-174	155	156	-
GRUMET_The Menorah Idea and the Apprenticeship of Lionel Trilling.pdf	2	0	0.0047	1280	1654	6	558-564	141	105	-
GRUMET_The Menorah Idea and the Apprenticeship of Lionel Trilling.pdf	165	0	0.0000	1287	1659	0	-	143	261	-
GRUMET_The Menorah Idea and the Apprenticeship of Lionel Trilling.pdf	328	0	0.0303	1289	1661	39	180-219	152	134	-
Ho_Useful fiction.pdf	2	0	0.0000	1276	1650	0	-	145	219	-
Ho_Useful fiction.pdf	160	0	0.0000	1280	1650	0	-	153	236	-
Ho_Useful fiction.pdf	319	0	0.0000	1281	1650	0	-	150	156	-
Jensen_The rise of an African-American Left.pdf	2	0	0.0060	1325	1790	8	168-176	158	20	-
Jensen_The rise of an African-American Left.pdf	286	0	0.0068	1331	1791	9	167-176	147	324	-
Jensen_The rise of an African-American Left.pdf	571	0	0.0068	1327	1784	9	167-176	146	132	-
Kiernan_1959_Job evaluation for precision optical craftsmen_University of Southern California.pdf	2	0	0.0024	1275	1650	3	1108-1111	143	238	-
Kiernan_1959_Job evaluation for precision optical craftsmen_University of Southern California.pdf	95	0	0.0125	1275	1650	16	166-182	145	802	-
Kiernan_1959_Job evaluation for precision optical craftsmen_University of Southern California.pdf	188	0	0.0031	1275	1650	4	185-189	146	617	-
Koh - 2008 - Essays on stock options expensing and stock option.pdf	2	0	0.0008	1292	1667	1	265-266	146	225	-
Koh - 2008 - Essays on stock options expensing and stock option.pdf	95	0	0.0000	1281	1650	0	-	148	211	-
Koh - 2008 - Essays on stock options expensing and stock option.pdf	189	1	0.0375	1281	1650	48	1046-1094	148	206	1046-1094
MENDELSON_1974_The Ideological Debate in the Public School Guidance Movement, 1900-1970_New York University.pdf	2	1	0.1037	1292	1663	134	925-1059	144	113	925-1059
MENDELSON_1974_The Ideological Debate in the Public School Guidance Movement, 1900-1970_New York University.pdf	86	0	0.0000	1279	1654	0	-	152	203	-
MENDELSON_1974_The Ideological Debate in the Public School Guidance Movement, 1900-1970_New York University.pdf	171	0	0.0000	1279	1653	0	-	149	261	-
NAYLOR_Arthur E.pdf	2	2	0.2541	1275	1650	324	304-628	154	3	304-628,629-683
NAYLOR_Arthur E.pdf	134	1	0.0350	1286	1659	45	1049-1094	147	256	1049-1094
NAYLOR_Arthur E.pdf	266	0	0.0008	1296	1666	1	241-242	149	274	-
PANG_1971_An Optimizing Approach to Educational Planning in Singapore_University of Illinois at Urbana-Champaign.pdf	2	0	0.0265	1281	1655	34	207-241	142	142	-
PANG_1971_An Optimizing Approach to Educational Planning in Singapore_University of Illinois at Urbana-Champaign.pdf	101	0	0.0000	1661	1290	0	-	141	192	-
PANG_1971_An Optimizing Approach to Educational Planning in Singapore_University of Illinois at Urbana-Champaign.pdf	200	0	0.0313	1276	1651	40	164-204	141	84	-
PRICE_A History of the American College Personnel Association.pdf	2	1	0.0389	1286	1659	50	192-242	148	114	192-242
PRICE_A History of the American College Personnel Association.pdf	87	0	0.0000	1288	1660	0	-	143	251	-
PRICE_A History of the American College Personnel Association.pdf	172	0	0.0054	1302	1671	7	1122-1129	148	200	-
Pianko_Diaspora Jewish nationalism and identity in America, 1914–1967.pdf	2	0	0.0063	1276	1713	8	168-176	154	229	-
Pianko_Diaspora Jewish nationalism and identity in America, 1914–1967.pdf	131	0	0.0047	1276	1715	6	171-177	150	253	-
Pianko_Diaspora Jewish nationalism and identity in America, 1914–1967.pdf	261	0	0.0016	1272	1713	2	157-159	152	189	-
Ries_Marshall_1955_web.pdf	2	2	0.1983	1200	1603	238	148-386	179	101	148-386,865-943
Ries_Marshall_1955_web.pdf	54	0	0.0000	1186	1609	0	-	152	256	-
Ries_Marshall_1955_web.pdf	107	0	0.0151	1196	1603	18	213-231	164	1588	-
Robertson_1990_Organizational adaptation to environmental change_Stanford University copy.pdf	2	0	0.0075	1198	1629	9	1027-1036	158	18	-
Robertson_1990_Organizational adaptation to environmental change_Stanford University copy.pdf	101	1	0.0468	1196	1580	56	983-1039	145	229	983-1039
Robertson_1990_Organizational adaptation to environmental change_Stanford University copy.pdf	200	1	0.0350	1199	1583	42	1007-1049	146	189	1007-1049
Schwaller - 2026 - Silicon Valley Landscapes Architecture and the Soft Power of Big Tech.pdf	2	0	0.0016	1275	1650	2	1038-1040	163	13	-
Schwaller - 2026 - Silicon Valley Landscapes Architecture and the Soft Power of Big Tech.pdf	151	0	0.0000	1275	1650	0	-	169	558	-
Schwaller - 2026 - Silicon Valley Landscapes Architecture and the Soft Power of Big Tech.pdf	300	0	0.0000	1275	1650	0	-	148	241	-
Silberman_1961_A study of industry policy considerations in the transition from airplane to_University of Southern California.pdf	2	0	0.0016	1275	1650	2	223-225	143	232	-
Silberman_1961_A study of industry policy considerations in the transition from airplane to_University of Southern California.pdf	83	0	0.0094	1278	1653	12	187-199	148	340	-
Silberman_1961_A study of industry policy considerations in the transition from airplane to_University of Southern California.pdf	165	0	0.0118	1275	1650	15	187-202	143	283	-
TO_1985_Variations in Earnings in the Work Settings_University of Illinois at Urbana-Champaign.pdf	2	0	0.0000	1275	1650	0	-	129	4	-
TO_1985_Variations in Earnings in the Work Settings_University of Illinois at Urbana-Champaign.pdf	119	0	0.0000	1279	1653	0	-	141	240	-
TO_1985_Variations in Earnings in the Work Settings_University of Illinois at Urbana-Champaign.pdf	237	0	0.0031	1287	1659	4	955-959	145	164	-
TROTMAN - 1976 - Race, Iq, and the Middle-Class..pdf	2	0	0.0064	621	864	4	83-87	178	68	-
TROTMAN - 1976 - Race, Iq, and the Middle-Class..pdf	60	0	0.0049	610	860	3	81-84	184	104	-
TROTMAN - 1976 - Race, Iq, and the Middle-Class..pdf	119	0	0.0065	615	860	4	81-85	166	115	-
WITTE_1978_Democracy, Authority and Alienation in Work_Yale University.pdf	2	0	0.0094	1167	1631	11	980-991	148	98	-
WITTE_1978_Democracy, Authority and Alienation in Work_Yale University.pdf	207	0	0.0204	1175	1634	24	143-167	154	831	-
WITTE_1978_Democracy, Authority and Alienation in Work_Yale University.pdf	413	0	0.0051	1171	1628	6	985-991	149	1558	-
Wu - 2003 - Employee stock option design and valuation.pdf	2	0	0.0071	1275	1713	9	167-176	148	225	-
Wu - 2003 - Employee stock option design and valuation.pdf	56	0	0.0071	1275	1711	9	167-176	161	275	-
Wu - 2003 - Employee stock option design and valuation.pdf	110	0	0.0070	1284	1718	9	167-176	156	156	-
Zarifa_2008_Emerging Forms of Stratification in Higher Education_.pdf	2	0	0.0027	1125	1568	3	283-286	160	100	-
Zarifa_2008_Emerging Forms of Stratification in Higher Education_.pdf	130	0	0.0000	1568	1170	0	-	137	171	-
Zarifa_2008_Emerging Forms of Stratification in Higher Education_.pdf	258	0	0.0036	1125	1558	4	374-378	148	44	-
Zheng - 2003 - Six -month -one -day employee stock option reprici.pdf	2	0	0.0118	1275	1713	15	490-505	148	15	-
Zheng - 2003 - Six -month -one -day employee stock option reprici.pdf	39	0	0.0070	1286	1724	9	167-176	154	459	-
Zheng - 2003 - Six -month -one -day employee stock option reprici.pdf	76	0	0.0070	1278	1718	9	168-177	156	524	-
