document	status	page	route	sat	tone	inkOut	layered	1bit	delta	verdict	extent	barVerdict	layeredAtBar	barDelta
journalArticle/_1985_Issue 2_New Perspectives.pdf	ok	p27	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
journalArticle/oster - Engagement of Anne Foster To Tucson Man Announced.pdf	ok	p1	grey	0.000	0.110	0.5815	3521928	491120	-3030808	picture	0.00239	picture	3521928	same
magazineArticle/1947_Corporation Tax Study Due By House Body.pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/1947_Corporation Tax Study Due By House Body.pdf	ok	p2	grey	0.006	0.144	0.8269	185650	50002	-135648	picture	0.00000	picture	185650	same
magazineArticle/1947_Corporation Tax Study Due By House Body.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/1947_Corporation Tax Study Due By House Body.pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Astin__The Challenge of Open Admissions by Alexander W_UNZ.org.pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Astin__The Challenge of Open Admissions by Alexander W_UNZ.org.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Astin__The Challenge of Open Admissions by Alexander W_UNZ.org.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Black_0000_The Scandal of Educational Testing.pdf	ok	p1	grey	0.000	0.145	0.8235	254711	43127	-211584	picture	0.00000	picture	254711	same
magazineArticle/Black_0000_The Scandal of Educational Testing.pdf	ok	p2	grey	0.000	0.113	0.4642	127299	36540	-90759	picture	0.00000	picture	127299	same
magazineArticle/Black_0000_The Scandal of Educational Testing.pdf	ok	p3	grey	0.039	0.105	0.2075	136557	32307	-104250	picture	0.00000	picture	136557	same
magazineArticle/Bullitt_1959_The Future American Class System_Horizon.pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Bullitt_1959_The Future American Class System_Horizon.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Bullitt_1959_The Future American Class System_Horizon.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Bullitt_1959_The Future American Class System_Horizon.pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Bullitt_1959_The Future American Class System_Horizon.pdf	ok	p5	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Bullitt_1959_The Future American Class System_Horizon.pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Bullitt_1959_The Future American Class System_Horizon.pdf	ok	p7	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Bullitt_1959_The Future American Class System_Horizon.pdf	ok	p8	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Davis_2005_Optimism of the Will_Nation.pdf	ok	p1	grey	0.011	0.049	0.7166	72879	21489	-51390	picture	0.00000	picture	72879	same
magazineArticle/Davis_2005_Optimism of the Will_Nation.pdf	ok	p2	grey	0.001	0.034	0.1429	360421	71034	-289387	picture	0.00000	picture	360421	same
magazineArticle/Davis_2005_Optimism of the Will_Nation.pdf	ok	p3	colour	0.239	0.095	0.5935	62251	14815	-47436	picture	0.00000	picture	62251	same
magazineArticle/Davis_2005_Optimism of the Will_Nation.pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Davis_2005_Optimism of the Will_Nation.pdf	ok	p5	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Ehrenreich_2000_Maid to order_Harper's Magazine.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Ehrenreich_2000_Maid to order_Harper's Magazine.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Ehrenreich_2000_Maid to order_Harper's Magazine.pdf	ok	p4	grey	0.042	0.127	0.6034	169534	44591	-124943	picture	0.00000	picture	169534	same
magazineArticle/Ehrenreich_2000_Maid to order_Harper's Magazine.pdf	ok	p5	grey	0.037	0.097	0.6425	167362	47995	-119367	picture	0.00000	picture	167362	same
magazineArticle/Ehrenreich_2000_Maid to order_Harper's Magazine.pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Ehrenreich_2000_Maid to order_Harper's Magazine.pdf	ok	p7	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Ehrenreich_2000_Maid to order_Harper's Magazine.pdf	ok	p8	grey	0.022	0.100	0.5700	169252	40407	-128845	picture	0.00000	picture	169252	same
magazineArticle/Ehrenreich_2000_Maid to order_Harper's Magazine.pdf	ok	p9	grey	0.023	0.106	0.5772	173180	41499	-131681	picture	0.00000	picture	173180	same
magazineArticle/Ehrenreich_2000_Maid to order_Harper's Magazine.pdf	ok	p10	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Ehrenreich_2000_Maid to order_Harper's Magazine.pdf	ok	p11	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Ehrenreich_2000_Maid to order_Harper's Magazine.pdf	ok	p12	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Ehrenreich_2000_Maid to order_Harper's Magazine.pdf	ok	p13	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Glazer_2002_Higher Ed_New Republic.pdf	ok	p1	grey	0.012	0.095	0.0648	77506	63760	-13746	all-text	0.00000	picture	278692	+201186
magazineArticle/Glazer_2002_Higher Ed_New Republic.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Glazer_2003_Kith and Kin_Commentary; New York.pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Glazer_2003_Kith and Kin_Commentary; New York.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Glazer_2003_Kith and Kin_Commentary; New York.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/HarpersMagazine-1938-05-0019577.pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/HarpersMagazine-1938-05-0019577.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/HarpersMagazine-1938-05-0019577.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/HarpersMagazine-1938-05-0019577.pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/HarpersMagazine-1938-05-0019577.pdf	ok	p5	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/HarpersMagazine-1938-05-0019577.pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/HarpersMagazine-1938-05-0019577.pdf	ok	p7	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/HarpersMagazine-1938-05-0019577.pdf	ok	p8	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/HarpersMagazine-1938-05-0019577.pdf	ok	p9	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/HarpersMagazine-1938-05-0019577.pdf	ok	p10	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Kelly_2014_Orders of Magnitude_TLS.pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Kelly_2014_Orders of Magnitude_TLS.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Kelly_2014_Orders of Magnitude_TLS.pdf	ok	p3	colour	0.101	0.150	0.5566	314646	61735	-252911	picture	0.00000	picture	314646	same
magazineArticle/Kristol_1960_High, Low, and Modern_Encounter.pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Kristol_1960_High, Low, and Modern_Encounter.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Kristol_1960_High, Low, and Modern_Encounter.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Kristol_1960_High, Low, and Modern_Encounter.pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Kristol_1960_High, Low, and Modern_Encounter.pdf	ok	p5	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Kristol_1960_High, Low, and Modern_Encounter.pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Kristol_1960_High, Low, and Modern_Encounter.pdf	ok	p7	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Kristol_1960_High, Low, and Modern_Encounter.pdf	ok	p8	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Kristol_1960_High, Low, and Modern_Encounter.pdf	ok	p9	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Kristol_1960_High, Low, and Modern_Encounter.pdf	ok	p10	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Lasky et al. - 1949 - Letters from readers.pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Lasky et al. - 1949 - Letters from readers.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Lasky et al. - 1949 - Letters from readers.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Lemann, Nicholas_1977_Success In America_Washington Monthly.pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Lemann, Nicholas_1977_Success In America_Washington Monthly.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Lemann, Nicholas_1977_Success In America_Washington Monthly.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Lemann, Nicholas_1977_Success In America_Washington Monthly.pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Lemann, Nicholas_1977_Success In America_Washington Monthly.pdf	ok	p5	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Lipset_Luethy_1955_European traditions and American sociology_Commentary (pre-1986); New York.pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Lipset_Luethy_1955_European traditions and American sociology_Commentary (pre-1986); New York.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Lipset_Luethy_1955_European traditions and American sociology_Commentary (pre-1986); New York.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Lipset_Luethy_1955_European traditions and American sociology_Commentary (pre-1986); New York.pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Lipset_Luethy_1955_European traditions and American sociology_Commentary (pre-1986); New York.pdf	ok	p5	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Luethy_1955_Social mobility again--And elites_Commentary (pre-1986); New York.pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Luethy_1955_Social mobility again--And elites_Commentary (pre-1986); New York.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Luethy_1955_Social mobility again--And elites_Commentary (pre-1986); New York.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Luethy_1955_Social mobility again--And elites_Commentary (pre-1986); New York.pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Marth_1982_Why Unions Lose At Many Companies_Nation's Business (pre-1986); Washington.pdf	ok	p1	grey	0.000	0.071	0.6980	128046	35183	-92863	picture	0.00000	picture	128046	same
magazineArticle/Marth_1982_Why Unions Lose At Many Companies_Nation's Business (pre-1986); Washington.pdf	ok	p2	grey	0.000	0.076	0.2413	160538	43560	-116978	picture	0.00000	picture	160538	same
magazineArticle/Merriam_1913_Clutter of Things_The Independent.pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Merriam_1913_Clutter of Things_The Independent.pdf	ok	p2	grey	0.000	0.030	0.0063	85981	80446	-5535	all-text	0.00000	all-text	85981	same
magazineArticle/Part Two.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Part Two.pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Part Two.pdf	ok	p9	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Part Two.pdf	ok	p11	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Part Two.pdf	ok	p14	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Part Two.pdf	ok	p17	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Part Two.pdf	ok	p19	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Part Two.pdf	ok	p22	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Part Two.pdf	ok	p25	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Part Two.pdf	ok	p27	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Part Two.pdf	ok	p30	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Part Two.pdf	ok	p33	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Peters_1989_Tilting at Windmilss_Washington Monthly.pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Peters_1989_Tilting at Windmilss_Washington Monthly.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Peters_1989_Tilting at Windmilss_Washington Monthly.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Peters_1989_Tilting at Windmilss_Washington Monthly.pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Sherman_1986_elite institutions_The Public Interest; New York.pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Sherman_1986_elite institutions_The Public Interest; New York.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Sherman_1986_elite institutions_The Public Interest; New York.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Sherman_1986_elite institutions_The Public Interest; New York.pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Sherman_1986_elite institutions_The Public Interest; New York.pdf	ok	p5	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Sherman_1986_elite institutions_The Public Interest; New York.pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Stone_1965_England’s Revolution_The New York Review of Books.pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Stone_1965_England’s Revolution_The New York Review of Books.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Stone_1965_England’s Revolution_The New York Review of Books.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/Stone_1965_England’s Revolution_The New York Review of Books.pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/_1958_Executive Pay_Nation's Business (pre-1986); Washington.pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/_1958_Executive Pay_Nation's Business (pre-1986); Washington.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/_1958_Executive Pay_Nation's Business (pre-1986); Washington.pdf	ok	p3	grey	0.000	0.062	0.0087	39354	34192	-5162	all-text	0.00000	all-text	39354	same
magazineArticle/_1958_Executive Pay_Nation's Business (pre-1986); Washington.pdf	ok	p4	grey	0.000	0.063	0.4134	112066	34117	-77949	picture	0.00000	picture	112066	same
magazineArticle/_1958_Executive Pay_Nation's Business (pre-1986); Washington.pdf	ok	p5	grey	0.000	0.062	0.0081	40549	35614	-4935	all-text	0.00000	all-text	40549	same
magazineArticle/_1958_Executive Pay_Nation's Business (pre-1986); Washington.pdf	ok	p6	grey	0.000	0.067	0.3779	114045	35061	-78984	picture	0.00000	picture	114045	same
magazineArticle/_1967_Yearly Increase of 15% Expected by Ampex_Boxoffice (Archive 1920-2000); New York.pdf	ok	p1	colour	0.064	0.085	0.0286	44991	36971	-8020	all-text	0.00112	all-text	44991	same
magazineArticle/_1977_What We're About_Washington Monthly.pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/_1977_What We're About_Washington Monthly.pdf	ok	p2	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
magazineArticle/_1977_What We're About_Washington Monthly.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
newspaperArticle/1976_Results of Trading in Stock Options.pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
newspaperArticle/Berendzen_1981_The Soaring Lesson of America in Space_Newsday (1940-1990), Nassau ed.; Long Island, N.Y..pdf	ok	p1	grey	0.000	0.044	0.4708	197481	53793	-143688	picture	0.00000	picture	197481	same
newspaperArticle/Gitlin_2000_How Our Crowd Got Lonely_New York Times.pdf	ok	p1	grey	0.000	0.072	0.0210	44133	39763	-4370	all-text	0.00000	all-text	44133	same
newspaperArticle/Glazer_2003_Neoconservatives, Then and Now_New York Times.pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
newspaperArticle/JOURNAL_1969_Giving the Boss a Raise_Wall Street Journal (1923 - Current file); New York, N.Y..pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
newspaperArticle/Williams_1958_DEMOCRACY OR MERITOCRACY_The Manchester Guardian (1901-1959); Manchester (UK).pdf	ok	p1	grey	0.000	0.093	0.0023	137185	110392	-26793	all-text	0.00000	all-text	137185	same
newspaperArticle/Zipkin_2000_Management.pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
newspaperArticle/Zipkin_2000_Management.pdf	ok	p2	grey	0.000	0.035	0.2025	332325	94149	-238176	picture	0.00000	picture	332325	same
newspaperArticle/_1926_Clapp defends Cox_Billings Gazette.pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
newspaperArticle/_1926_Cox resigns, following most severe public criticism that ever has been_Anaconda Standard.pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
newspaperArticle/_1926_English dept summer school_Havre Daily News Promoter.pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
newspaperArticle/_1928_Creative writing a featured course at Summer School_Helena Daily Independent.pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
newspaperArticle/_1931_Again, press most excited about Frontier's history section_Helena Daily Independent.pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
newspaperArticle/_1939_Kalispell resident offering private creative writing courses, out of her home_Kalispell Daily Inter Lake.pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
newspaperArticle/_1941_Fiedler's hiring at UM announced_Helena Independent.pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
newspaperArticle/_1950_Comic_Independent Record.pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
newspaperArticle/_1973_Other 67 -- No Title_Newsday (1940-1988), Nassau ed.; Long Island, N.Y..pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
newspaperArticle/_1973_Other 67 -- No Title_Newsday (1940-1988), Nassau ed.; Long Island, N.Y..pdf	ok	p2	grey	0.000	0.055	0.5163	103652	28257	-75395	picture	0.00000	picture	103652	same
newspaperArticle/_1973_Other 67 -- No Title_Newsday (1940-1988), Nassau ed.; Long Island, N.Y..pdf	ok	p3	grey	0.000	0.060	0.3659	115346	32507	-82839	picture	0.00000	picture	115346	same
newspaperArticle/_1973_Other 67 -- No Title_Newsday (1940-1988), Nassau ed.; Long Island, N.Y..pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
newspaperArticle/___ 2.pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
newspaperArticle/___ 3.pdf	ok	p1	grey	0.000	0.167	0.7289	2850840	471167	-2379673	picture	0.00254	picture	2850840	same
newspaperArticle/___ 4.pdf	ok	p1	grey	0.000	0.046	0.1180	550062	99988	-450074	picture	0.00000	picture	550062	same
newspaperArticle/___ 5.pdf	ok	p1	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
newspaperArticle/___.pdf	ok	p1	grey	0.000	0.068	0.4688	3902230	493802	-3408428	picture	0.00049	picture	3902230	same
report/1957_Allied Chemical & Dye Corporation Annual Report -- 1957.pdf	ok	p3	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
report/1957_Allied Chemical & Dye Corporation Annual Report -- 1957.pdf	ok	p6	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
report/1957_Allied Chemical & Dye Corporation Annual Report -- 1957.pdf	ok	p9	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
report/1957_Allied Chemical & Dye Corporation Annual Report -- 1957.pdf	ok	p11	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
report/1957_Allied Chemical & Dye Corporation Annual Report -- 1957.pdf	ok	p14	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
report/1957_Allied Chemical & Dye Corporation Annual Report -- 1957.pdf	ok	p17	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
report/1957_Allied Chemical & Dye Corporation Annual Report -- 1957.pdf	ok	p19	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
report/1957_Allied Chemical & Dye Corporation Annual Report -- 1957.pdf	ok	p22	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
report/1957_Allied Chemical & Dye Corporation Annual Report -- 1957.pdf	ok	p25	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
report/1957_Allied Chemical & Dye Corporation Annual Report -- 1957.pdf	ok	p27	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
report/1957_Allied Chemical & Dye Corporation Annual Report -- 1957.pdf	ok	p30	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
report/1957_Allied Chemical & Dye Corporation Annual Report -- 1957.pdf	ok	p33	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
report/1958_CiT Financial Corporation Annual Report -- 1958.pdf	ok	p4	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
report/1958_CiT Financial Corporation Annual Report -- 1958.pdf	ok	p7	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
report/1958_CiT Financial Corporation Annual Report -- 1958.pdf	ok	p10	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
report/1958_CiT Financial Corporation Annual Report -- 1958.pdf	ok	p13	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
report/1958_CiT Financial Corporation Annual Report -- 1958.pdf	ok	p16	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
report/1958_CiT Financial Corporation Annual Report -- 1958.pdf	ok	p19	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
report/1958_CiT Financial Corporation Annual Report -- 1958.pdf	ok	p23	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
report/1958_CiT Financial Corporation Annual Report -- 1958.pdf	ok	p26	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
report/1958_CiT Financial Corporation Annual Report -- 1958.pdf	ok	p29	bilevel	-	-	-	-	-	-	already 1-bit	-	-	-	-
